,0
BIC3,484.1886116991581
BIC4,484.1886116991581
BIC5,484.1886116991581
CIC0,484.1886116991581
CIC1,484.1886116991581
CIC2,484.1886116991581
CIC3,484.1886116991581
CIC4,484.1886116991581
CIC5,484.1886116991581
MIC0,484.1886116991581
MIC1,484.1886116991581
MIC2,484.1886116991581
MIC3,484.1886116991581
MIC4,484.1886116991581
MIC5,484.1886116991581
ZMIC0,484.1886116991581
ZMIC1,484.1886116991581
ZMIC2,484.1886116991581
ZMIC3,484.1886116991581
ZMIC4,484.1886116991581
ZMIC5,484.1886116991581
Kier1,484.1886116991581
FilterItLogS,515.8113883008419
VMcGowan,484.1886116991581
LabuteASA,484.1886116991581
PEOE_VSA1,484.1886116991581
PEOE_VSA2,484.1886116991581
PEOE_VSA3,484.1886116991581
PEOE_VSA4,484.1886116991581
PEOE_VSA5,484.1886116991581
PEOE_VSA6,484.1886116991581
PEOE_VSA7,484.1886116991581
PEOE_VSA8,484.1886116991581
PEOE_VSA9,484.1886116991581
PEOE_VSA10,484.1886116991581
PEOE_VSA11,484.1886116991581
PEOE_VSA12,484.1886116991581
PEOE_VSA13,484.1886116991581
SMR_VSA1,484.1886116991581
SMR_VSA2,484.1886116991581
SMR_VSA3,484.1886116991581
SMR_VSA4,484.1886116991581
SMR_VSA5,484.1886116991581
SMR_VSA6,484.1886116991581
SMR_VSA7,484.1886116991581
SMR_VSA8,0.0
SMR_VSA9,484.1886116991581
SlogP_VSA1,484.1886116991581
SlogP_VSA2,484.1886116991581
SlogP_VSA3,484.1886116991581
SlogP_VSA4,484.1886116991581
SlogP_VSA5,484.1886116991581
SlogP_VSA6,484.1886116991581
SlogP_VSA7,484.1886116991581
SlogP_VSA8,484.1886116991581
SlogP_VSA9,0.0
SlogP_VSA10,484.1886116991581
SlogP_VSA11,484.1886116991581
EState_VSA1,484.1886116991581
EState_VSA2,484.1886116991581
EState_VSA3,484.1886116991581
EState_VSA4,484.1886116991581
EState_VSA5,484.1886116991581
EState_VSA6,484.1886116991581
EState_VSA7,484.1886116991581
EState_VSA8,484.1886116991581
EState_VSA9,484.1886116991581
EState_VSA10,484.1886116991581
VSA_EState1,484.1886116991581
VSA_EState2,484.1886116991581
VSA_EState3,484.1886116991581
VSA_EState4,484.1886116991581
VSA_EState5,515.8113883008419
VSA_EState6,484.1886116991581
VSA_EState7,484.1886116991581
VSA_EState8,484.1886116991581
VSA_EState9,484.1886116991581
MID,484.1886116991581
AMID,484.1886116991581
MID_h,484.1886116991581
AMID_h,484.1886116991581
MID_C,484.1886116991581
AMID_C,484.1886116991581
MID_N,484.1886116991581
AMID_N,484.1886116991581
MID_O,484.1886116991581
AMID_O,484.1886116991581
MID_X,484.1886116991581
AMID_X,484.1886116991581
MPC2,484.1886116991581
MPC3,484.1886116991581
MPC4,484.1886116991581
MPC5,484.1886116991581
MPC6,484.1886116991581
MPC7,484.1886116991581
MPC8,484.1886116991581
MPC9,484.1886116991581
MPC10,484.1886116991581
TMPC10,0.0
piPC1,484.1886116991581
piPC2,484.1886116991581
piPC3,484.1886116991581
piPC4,484.1886116991581
piPC5,484.1886116991581
piPC6,484.1886116991581
piPC7,484.1886116991581
piPC8,484.1886116991581
piPC9,484.1886116991581
piPC10,484.1886116991581
TpiPC10,484.1886116991581
apol,484.1886116991581
bpol,484.1886116991581
nRing,484.1886116991581
n3Ring,484.1886116991581
n4Ring,484.1886116991581
n5Ring,484.1886116991581
n6Ring,484.1886116991581
n7Ring,484.1886116991581
n8Ring,484.1886116991581
n9Ring,484.1886116991581
n10Ring,484.1886116991581
n11Ring,295.10457672943903
n12Ring,484.1886116991581
nG12Ring,484.1886116991581
nHRing,484.1886116991581
n3HRing,484.1886116991581
n4HRing,484.1886116991581
n5HRing,484.1886116991581
n6HRing,484.1886116991581
n7HRing,484.1886116991581
n8HRing,484.1886116991581
n9HRing,484.1886116991581
n10HRing,342.35310097627377
n11HRing,0.0
n12HRing,484.1886116991581
nG12HRing,484.1886116991581
naRing,484.1886116991581
n3aRing,0.0
n4aRing,249.40310907484582
n5aRing,484.1886116991581
n6aRing,484.1886116991581
n7aRing,484.1886116991581
n8aRing,0.0
n9aRing,0.0
n10aRing,0.0
n11aRing,0.0
n12aRing,0.0
nG12aRing,0.0
naHRing,484.1886116991581
n3aHRing,0.0
n4aHRing,0.0
n5aHRing,484.1886116991581
n6aHRing,484.1886116991581
n7aHRing,0.0
n8aHRing,0.0
n9aHRing,0.0
n10aHRing,0.0
n11aHRing,0.0
n12aHRing,0.0
nG12aHRing,0.0
nARing,484.1886116991581
n3ARing,484.1886116991581
n4ARing,484.1886116991581
n5ARing,484.1886116991581
n6ARing,484.1886116991581
n7ARing,484.1886116991581
n8ARing,484.1886116991581
n9ARing,484.1886116991581
n10ARing,484.1886116991581
n11ARing,295.10457672943903
n12ARing,484.1886116991581
nG12ARing,484.1886116991581
nAHRing,484.1886116991581
n3AHRing,484.1886116991581
n4AHRing,484.1886116991581
n5AHRing,484.1886116991581
n6AHRing,484.1886116991581
n7AHRing,484.1886116991581
n8AHRing,484.1886116991581
n9AHRing,484.1886116991581
n10AHRing,342.35310097627377
n11AHRing,0.0
n12AHRing,484.1886116991581
nG12AHRing,484.1886116991581
nFRing,484.1886116991581
n4FRing,0.0
n5FRing,0.0
n6FRing,484.1886116991581
n7FRing,484.1886116991581
n8FRing,484.1886116991581
n9FRing,484.1886116991581
n10FRing,484.1886116991581
n11FRing,484.1886116991581
n12FRing,484.1886116991581
nG12FRing,484.1886116991581
nFHRing,484.1886116991581
n4FHRing,0.0
n5FHRing,0.0
n6FHRing,484.1886116991581
n7FHRing,484.1886116991581
n8FHRing,484.1886116991581
n9FHRing,484.1886116991581
n10FHRing,484.1886116991581
n11FHRing,484.1886116991581
n12FHRing,484.1886116991581
nG12FHRing,484.1886116991581
nFaRing,484.1886116991581
n4FaRing,0.0
n5FaRing,0.0
n6FaRing,0.0
n7FaRing,0.0
n8FaRing,484.1886116991581
n9FaRing,484.1886116991581
n10FaRing,484.1886116991581
n11FaRing,0.0
n12FaRing,465.99954021445416
nG12FaRing,484.1886116991581
